team_A,team_B,team_A_win_percentage,team_A_points_per_game,team_A_assists_per_game,team_A_rebounds_per_game,team_A_top_player_points,team_B_win_percentage,team_B_points_per_game,team_B_assists_per_game,team_B_rebounds_per_game,team_B_top_player_points,match_outcome
Boston Celtics,Oklahoma City Thunder,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6951219512195121,6.886363636363637,1.7045454545454546,0.07083927787042298,30.1,1
Boston Celtics,Minnesota Timberwolves,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,1
Boston Celtics,Denver Nuggets,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,1
Boston Celtics,New York Knicks,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,1
Boston Celtics,New Orleans Pelicans,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,1
Boston Celtics,Los Angeles Clippers,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,1
Boston Celtics,Philadelphia 76ers,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,1
Boston Celtics,Phoenix Suns,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,1
Boston Celtics,Indiana Pacers,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,1
Boston Celtics,Golden State Warriors,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,1
Boston Celtics,Milwaukee Bucks,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,1
Boston Celtics,Cleveland Cavaliers,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,1
Boston Celtics,Dallas Mavericks,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,1
Boston Celtics,Orlando Magic,0.7804878048780488,8.526315789473685,1.8894736842105262,0.09449434281608951,26.9,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
